client_id,canal_principal,score_intensite,niveau_engagement,statut,produits_actuels,opportunites,produit_recommande,canal_recommande
CLI02826,web,0.7202,Engagé,client_actif,"['habitation', 'epargne']","['auto', 'sante', 'prevoyance']",sante,telephone
CLI02827,telephone,0.7542,Très engagé,client_actif,,,,
CLI02828,app_mobile,0.4318,Peu engagé,client_inactif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI02829,telephone,0.8866,Très engagé,client_actif,"['epargne', 'prevoyance']","['auto', 'habitation', 'sante']",sante,telephone
CLI02830,web,0.4175,Peu engagé,résilié,,,,
CLI02831,agence,0.3453,Peu engagé,résilié,,,,
CLI02832,app_mobile,0.5491,Engagé,prospect,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02833,agence,0.7445,Engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02834,agence,0.4753,Peu engagé,résilié,,,,
CLI02835,app_mobile,0.2574,Peu engagé,résilié,,,,
CLI02836,telephone,0.5462,Engagé,prospect,"['sante', 'habitation']","['auto', 'prevoyance', 'epargne']",prevoyance,agence
CLI02837,app_mobile,0.3307,Peu engagé,prospect,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02838,web,0.5847,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI02839,agence,0.2899,Peu engagé,résilié,,,,
CLI02840,agence,0.6165,Engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02841,app_mobile,0.6273,Engagé,client_actif,"['epargne', 'habitation']","['auto', 'sante', 'prevoyance']",sante,telephone
CLI02842,app_mobile,0.3632,Peu engagé,client_inactif,,,,
CLI02843,email,0.3334,Peu engagé,prospect,"['sante', 'auto']","['habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02844,agence,0.8591,Très engagé,client_actif,"['habitation', 'epargne']","['auto', 'sante', 'prevoyance']",sante,telephone
CLI02845,web,0.7784,Très engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02846,web,0.3962,Peu engagé,client_inactif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02847,email,0.6311,Engagé,client_actif,"['prevoyance', 'habitation', 'auto', 'sante']",['epargne'],epargne,agence
CLI02848,agence,0.5738,Engagé,client_actif,"['prevoyance', 'habitation', 'sante', 'epargne', 'auto']",[],Portefeuille complet,email
CLI02849,telephone,0.8043,Très engagé,client_actif,,,,
CLI02850,web,0.5749,Engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02851,agence,0.5396,Engagé,prospect,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02852,agence,0.5463,Engagé,client_actif,"['sante', 'habitation']","['auto', 'prevoyance', 'epargne']",prevoyance,agence
CLI02853,web,0.3678,Peu engagé,client_actif,"['auto', 'sante']","['habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02854,app_mobile,0.3763,Peu engagé,client_inactif,,,,
CLI02855,agence,0.2582,Peu engagé,client_inactif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI02856,app_mobile,0.8926,Très engagé,client_actif,"['prevoyance', 'auto']","['habitation', 'sante', 'epargne']",sante,telephone
CLI02857,telephone,0.7226,Engagé,client_actif,"['prevoyance', 'epargne']","['auto', 'habitation', 'sante']",sante,telephone
CLI02858,telephone,0.729,Engagé,client_actif,"['auto', 'sante', 'epargne']","['habitation', 'prevoyance']",prevoyance,agence
CLI02859,telephone,0.4328,Peu engagé,client_inactif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI02860,telephone,0.5519,Engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02861,app_mobile,0.6148,Engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02862,app_mobile,0.7075,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI02863,telephone,0.7056,Engagé,client_actif,"['epargne', 'sante']","['auto', 'habitation', 'prevoyance']",prevoyance,agence
CLI02864,app_mobile,0.7509,Très engagé,client_actif,"['auto', 'sante']","['habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02865,web,0.8724,Très engagé,client_actif,"['habitation', 'sante', 'auto']","['prevoyance', 'epargne']",prevoyance,agence
CLI02866,app_mobile,0.6032,Engagé,prospect,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI02867,web,0.2662,Peu engagé,client_inactif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02868,agence,0.8592,Très engagé,client_actif,"['auto', 'prevoyance']","['habitation', 'sante', 'epargne']",sante,telephone
CLI02869,web,0.5189,Engagé,client_actif,"['prevoyance', 'auto']","['habitation', 'sante', 'epargne']",sante,telephone
CLI02870,web,0.8128,Très engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI02871,email,0.828,Très engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02872,agence,0.8199,Très engagé,client_actif,"['prevoyance', 'sante']","['auto', 'habitation', 'epargne']",epargne,agence
CLI02873,agence,0.8005,Très engagé,client_actif,"['auto', 'prevoyance']","['habitation', 'sante', 'epargne']",sante,telephone
CLI02874,agence,0.8723,Très engagé,client_actif,"['epargne', 'prevoyance', 'auto']","['habitation', 'sante']",sante,telephone
CLI02875,telephone,0.6295,Engagé,client_actif,"['auto', 'prevoyance']","['habitation', 'sante', 'epargne']",sante,telephone
CLI02876,agence,0.6194,Engagé,client_actif,"['sante', 'habitation']","['auto', 'prevoyance', 'epargne']",prevoyance,agence
CLI02877,app_mobile,0.7511,Très engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI02878,email,0.4239,Peu engagé,client_inactif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02879,web,0.7488,Engagé,client_actif,"['auto', 'prevoyance', 'habitation']","['sante', 'epargne']",sante,telephone
CLI02880,telephone,0.7082,Engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI02881,app_mobile,0.4174,Peu engagé,prospect,"['prevoyance', 'epargne']","['auto', 'habitation', 'sante']",sante,telephone
CLI02882,app_mobile,0.6766,Engagé,client_actif,"['habitation', 'prevoyance', 'sante']","['auto', 'epargne']",epargne,agence
CLI02883,web,0.865,Très engagé,client_actif,"['habitation', 'epargne']","['auto', 'sante', 'prevoyance']",sante,telephone
CLI02884,app_mobile,0.7387,Engagé,client_actif,"['epargne', 'prevoyance', 'habitation', 'auto']",['sante'],sante,telephone
CLI02885,agence,0.4373,Peu engagé,client_inactif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02886,email,0.6901,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI02887,email,0.8946,Très engagé,client_actif,"['habitation', 'auto', 'prevoyance']","['sante', 'epargne']",sante,telephone
CLI02888,email,0.4613,Peu engagé,client_inactif,"['sante', 'prevoyance']","['auto', 'habitation', 'epargne']",epargne,agence
CLI02889,web,0.2541,Peu engagé,résilié,,,,
CLI02890,email,0.4856,Peu engagé,prospect,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI02891,app_mobile,0.6894,Engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02892,telephone,0.6058,Engagé,client_actif,,,,
CLI02893,web,0.3329,Peu engagé,prospect,"['epargne', 'sante', 'prevoyance', 'habitation']",['auto'],auto,web
CLI02894,app_mobile,0.6717,Engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02895,email,0.3611,Peu engagé,prospect,"['prevoyance', 'habitation']","['auto', 'sante', 'epargne']",sante,telephone
CLI02896,telephone,0.3854,Peu engagé,client_inactif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02897,agence,0.5521,Engagé,client_actif,"['epargne', 'auto']","['habitation', 'sante', 'prevoyance']",sante,telephone
CLI02898,agence,0.4458,Peu engagé,prospect,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02899,web,0.256,Peu engagé,prospect,"['prevoyance', 'auto', 'sante']","['habitation', 'epargne']",epargne,agence
CLI02900,agence,0.3409,Peu engagé,client_inactif,"['sante', 'auto']","['habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02901,agence,0.7395,Engagé,client_actif,"['habitation', 'sante', 'prevoyance']","['auto', 'epargne']",epargne,agence
CLI02902,web,0.8091,Très engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02903,web,0.5924,Engagé,client_actif,"['prevoyance', 'auto', 'sante']","['habitation', 'epargne']",epargne,agence
CLI02904,web,0.7769,Très engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI02905,agence,0.5539,Engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02906,web,0.397,Peu engagé,prospect,"['epargne', 'auto', 'sante', 'habitation']",['prevoyance'],prevoyance,agence
CLI02907,app_mobile,0.6541,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI02908,app_mobile,0.7473,Engagé,client_actif,"['epargne', 'sante']","['auto', 'habitation', 'prevoyance']",prevoyance,agence
CLI02909,app_mobile,0.83,Très engagé,client_actif,"['habitation', 'sante']","['auto', 'prevoyance', 'epargne']",prevoyance,agence
CLI02910,agence,0.8924,Très engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02911,agence,0.7372,Engagé,client_actif,"['sante', 'epargne', 'prevoyance']","['auto', 'habitation']",auto,web
CLI02912,app_mobile,0.4574,Peu engagé,prospect,,,,
CLI02913,app_mobile,0.5152,Engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02914,app_mobile,0.707,Engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02915,telephone,0.3328,Peu engagé,résilié,,,,
CLI02916,web,0.8058,Très engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI02917,web,0.5716,Engagé,client_actif,,,,
CLI02918,agence,0.5925,Engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02919,app_mobile,0.358,Peu engagé,résilié,,,,
CLI02920,telephone,0.4043,Peu engagé,client_inactif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02921,web,0.7625,Très engagé,client_actif,"['sante', 'prevoyance']","['auto', 'habitation', 'epargne']",epargne,agence
CLI02922,agence,0.7342,Engagé,client_actif,"['auto', 'sante']","['habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02923,web,0.635,Engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02924,app_mobile,0.537,Engagé,client_actif,,,,
CLI02925,web,0.4972,Peu engagé,client_inactif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02926,telephone,0.7731,Très engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02927,email,0.4743,Peu engagé,prospect,"['auto', 'prevoyance', 'epargne']","['habitation', 'sante']",sante,telephone
CLI02928,app_mobile,0.2864,Peu engagé,client_inactif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02929,telephone,0.3984,Peu engagé,client_inactif,,,,
CLI02930,agence,0.7761,Très engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI02931,email,0.6465,Engagé,client_actif,"['epargne', 'habitation', 'auto']","['sante', 'prevoyance']",sante,telephone
CLI02932,telephone,0.4418,Peu engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02933,web,0.3667,Peu engagé,client_inactif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02934,agence,0.4398,Peu engagé,client_inactif,,,,
CLI02935,app_mobile,0.4639,Peu engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02936,web,0.7839,Très engagé,client_actif,"['epargne', 'auto', 'prevoyance']","['habitation', 'sante']",sante,telephone
CLI02937,web,0.4292,Peu engagé,client_inactif,,,,
CLI02938,telephone,0.5621,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI02939,telephone,0.8269,Très engagé,client_actif,"['prevoyance', 'auto']","['habitation', 'sante', 'epargne']",sante,telephone
CLI02940,agence,0.3873,Peu engagé,client_inactif,"['habitation', 'epargne']","['auto', 'sante', 'prevoyance']",sante,telephone
CLI02941,email,0.4349,Peu engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02942,telephone,0.6475,Engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI02943,web,0.4761,Peu engagé,client_inactif,"['prevoyance', 'epargne', 'sante']","['auto', 'habitation']",auto,web
CLI02944,web,0.2734,Peu engagé,client_inactif,"['auto', 'prevoyance', 'habitation']","['sante', 'epargne']",sante,telephone
CLI02945,web,0.8449,Très engagé,client_actif,"['sante', 'epargne', 'prevoyance']","['auto', 'habitation']",auto,web
CLI02946,web,0.4737,Peu engagé,client_actif,"['sante', 'prevoyance', 'auto']","['habitation', 'epargne']",epargne,agence
CLI02947,web,0.5992,Engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02948,app_mobile,0.5758,Engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02949,telephone,0.9155,Très engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI02950,telephone,0.4864,Peu engagé,client_inactif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI02951,agence,0.5622,Engagé,client_actif,"['prevoyance', 'sante', 'auto', 'epargne', 'habitation']",[],Portefeuille complet,email
CLI02952,telephone,0.8934,Très engagé,client_actif,"['auto', 'habitation', 'sante']","['prevoyance', 'epargne']",prevoyance,agence
CLI02953,app_mobile,0.8613,Très engagé,client_actif,"['habitation', 'epargne', 'auto']","['sante', 'prevoyance']",sante,telephone
CLI02954,telephone,0.3855,Peu engagé,résilié,,,,
CLI02955,app_mobile,0.8305,Très engagé,client_actif,"['sante', 'epargne', 'prevoyance']","['auto', 'habitation']",auto,web
CLI02956,web,0.2432,Dormant,prospect,"['epargne', 'auto', 'sante']","['habitation', 'prevoyance']",prevoyance,agence
CLI02957,telephone,0.5078,Engagé,prospect,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI02958,app_mobile,0.756,Très engagé,client_actif,"['auto', 'habitation', 'epargne', 'sante']",['prevoyance'],prevoyance,agence
CLI02959,app_mobile,0.593,Engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI02960,web,0.8175,Très engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02961,agence,0.8321,Très engagé,client_actif,"['epargne', 'prevoyance']","['auto', 'habitation', 'sante']",sante,telephone
CLI02962,email,0.4489,Peu engagé,prospect,"['auto', 'prevoyance', 'epargne']","['habitation', 'sante']",sante,telephone
CLI02963,web,0.6703,Engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI02964,telephone,0.8896,Très engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02965,web,0.5013,Engagé,prospect,"['prevoyance', 'habitation', 'epargne', 'sante']",['auto'],auto,web
CLI02966,app_mobile,0.4894,Peu engagé,prospect,"['auto', 'habitation', 'epargne']","['sante', 'prevoyance']",sante,telephone
CLI02967,web,0.5396,Engagé,prospect,"['prevoyance', 'habitation', 'auto']","['sante', 'epargne']",sante,telephone
CLI02968,agence,0.3988,Peu engagé,prospect,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI02969,web,0.5408,Engagé,client_actif,,,,
CLI02970,app_mobile,0.6872,Engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI02971,web,0.5272,Engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02972,web,0.5183,Engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02973,agence,0.4067,Peu engagé,résilié,,,,
CLI02974,web,0.2347,Dormant,client_inactif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI02975,web,0.6153,Engagé,client_actif,,,,
CLI02976,web,0.4972,Peu engagé,client_actif,"['sante', 'habitation', 'epargne']","['auto', 'prevoyance']",prevoyance,agence
CLI02977,app_mobile,0.5891,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI02978,agence,0.8564,Très engagé,client_actif,"['auto', 'epargne']","['habitation', 'sante', 'prevoyance']",sante,telephone
CLI02979,web,0.2403,Dormant,prospect,,,,
CLI02980,web,0.5548,Engagé,client_actif,"['auto', 'habitation']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI02981,app_mobile,0.5546,Engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02982,web,0.4804,Peu engagé,client_inactif,"['sante', 'auto', 'habitation', 'epargne']",['prevoyance'],prevoyance,agence
CLI02983,telephone,0.8232,Très engagé,client_actif,"['sante', 'prevoyance']","['auto', 'habitation', 'epargne']",epargne,agence
CLI02984,agence,0.4133,Peu engagé,client_inactif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02985,agence,0.3117,Peu engagé,client_inactif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI02986,web,0.5228,Engagé,prospect,"['sante', 'prevoyance']","['auto', 'habitation', 'epargne']",epargne,agence
CLI02987,agence,0.7104,Engagé,client_actif,"['sante', 'auto', 'habitation']","['prevoyance', 'epargne']",prevoyance,agence
CLI02988,telephone,0.7599,Très engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
