interaction_id,client_id,date,canal,type_interaction,duree_minutes,satisfaction,resultat
INT0028411,CLI02997,2024-09-10,email,email_ouvert,10,3,succès
INT0028412,CLI02997,2023-08-29,telephone,resiliation,25,7,succès
INT0028413,CLI02997,2023-05-18,telephone,reclamation,3,7,abandon
INT0028414,CLI02998,2024-02-29,agence,rdv_conseiller,88,4,succès
INT0028415,CLI02998,2023-12-26,telephone,reclamation,17,6,succès
INT0028416,CLI02998,2024-10-11,telephone,reclamation,3,7,abandon
INT0028417,CLI02998,2024-08-04,telephone,reclamation,11,7,abandon
INT0028418,CLI02998,2023-05-20,web,visite_site,10,7,succès
INT0028419,CLI02998,2024-03-08,telephone,reclamation,28,7,abandon
INT0028420,CLI02998,2024-02-04,telephone,appel_sortant,10,8,succès
INT0028421,CLI02998,2024-03-25,web,espace_client,4,4,succès
INT0028422,CLI02998,2024-02-04,web,espace_client,2,8,succès
INT0028423,CLI02998,2024-12-19,app_mobile,ouverture_app,14,7,succès
INT0028424,CLI02998,2024-12-09,telephone,appel_sortant,17,7,succès
INT0028425,CLI02998,2024-10-28,email,email_ignore,12,2,abandon
INT0028426,CLI02998,2023-05-09,email,email_ignore,5,5,succès
INT0028427,CLI02998,2023-05-07,telephone,reclamation,25,6,succès
INT0028428,CLI02998,2024-07-30,email,email_ignore,12,3,en_attente
INT0028429,CLI02998,2024-05-06,web,visite_site,5,7,abandon
INT0028430,CLI02998,2024-07-25,telephone,resiliation,27,7,succès
INT0028431,CLI02998,2024-06-17,app_mobile,ouverture_app,9,7,succès
INT0028432,CLI02998,2024-12-10,web,devis_en_ligne,8,3,succès
INT0028433,CLI02998,2023-12-01,telephone,appel_entrant,22,6,abandon
INT0028434,CLI02998,2023-09-27,telephone,reclamation,11,6,succès
INT0028435,CLI02998,2024-09-08,telephone,resiliation,12,9,succès
INT0028436,CLI02999,2023-05-01,app_mobile,paiement,3,5,succès
INT0028437,CLI02999,2024-04-15,app_mobile,consultation_contrat,1,4,succès
INT0028438,CLI02999,2024-04-03,telephone,appel_sortant,10,6,succès
INT0028439,CLI02999,2023-03-14,app_mobile,declaration_sinistre,10,10,succès
INT0028440,CLI02999,2023-10-02,web,visite_site,14,7,abandon
INT0028441,CLI03000,2024-05-08,web,devis_en_ligne,14,7,succès
INT0028442,CLI03001,2024-04-23,web,devis_en_ligne,6,9,succès
INT0028443,CLI03001,2023-12-07,email,reponse_email,7,7,succès
INT0028444,CLI03001,2023-09-06,web,espace_client,14,8,en_attente
INT0028445,CLI03001,2024-07-16,web,espace_client,4,5,succès
INT0028446,CLI03001,2024-10-31,web,visite_site,5,3,escalade
INT0028447,CLI03001,2023-07-08,agence,souscription,42,7,succès
INT0028448,CLI03001,2024-09-06,web,devis_en_ligne,10,5,succès
INT0028449,CLI03001,2023-02-08,web,souscription,3,4,succès
INT0028450,CLI03001,2023-12-14,email,email_clique,2,8,succès
INT0028451,CLI03001,2024-06-21,web,espace_client,2,9,abandon
INT0028452,CLI03001,2023-12-30,app_mobile,declaration_sinistre,2,5,succès
INT0028453,CLI03001,2023-12-23,web,souscription,5,1,succès
INT0028454,CLI03001,2023-03-25,web,devis_en_ligne,11,8,escalade
INT0028455,CLI03001,2024-05-22,agence,rdv_conseiller,53,6,succès
INT0028456,CLI03001,2023-01-03,web,souscription,5,2,abandon
INT0028457,CLI03001,2024-06-10,web,devis_en_ligne,14,7,abandon
INT0028458,CLI03001,2023-10-09,web,souscription,8,6,succès
INT0028459,CLI03001,2024-12-10,web,souscription,6,7,succès
INT0028460,CLI03001,2023-04-26,web,visite_site,4,6,succès
INT0028461,CLI03001,2023-03-12,web,espace_client,9,4,en_attente
INT0028462,CLI03001,2024-05-31,web,devis_en_ligne,11,7,abandon
INT0028463,CLI03001,2024-05-29,web,souscription,12,7,succès
INT0028464,CLI03002,2024-08-22,agence,souscription,56,5,succès
INT0028465,CLI03002,2024-01-04,agence,souscription,53,7,succès
INT0028466,CLI03002,2023-11-04,agence,renouvellement,80,8,abandon
INT0028467,CLI03002,2024-11-16,agence,reclamation,57,6,succès
INT0028468,CLI03002,2024-05-20,agence,reclamation,66,6,abandon
INT0028469,CLI03002,2024-07-04,agence,rdv_conseiller,69,8,succès
INT0028470,CLI03002,2024-06-04,agence,reclamation,76,7,en_attente
INT0028471,CLI03002,2024-04-11,agence,souscription,86,7,abandon
INT0028472,CLI03002,2023-11-01,agence,souscription,29,7,succès
INT0028473,CLI03002,2023-02-25,agence,renouvellement,20,8,succès
INT0028474,CLI03002,2024-02-19,agence,reclamation,43,7,abandon
INT0028475,CLI03002,2023-06-04,app_mobile,paiement,7,5,en_attente
INT0028476,CLI03002,2024-08-12,agence,souscription,17,8,succès
INT0028477,CLI03002,2023-06-18,agence,reclamation,77,8,abandon
INT0028478,CLI03002,2023-01-12,agence,rdv_conseiller,46,8,abandon
INT0028479,CLI03002,2023-06-04,email,email_ignore,11,4,succès
INT0028480,CLI03002,2024-03-14,email,email_clique,9,3,en_attente
INT0028481,CLI03002,2023-02-01,agence,souscription,78,6,en_attente
INT0028482,CLI03002,2024-05-01,email,email_ignore,14,4,succès
INT0028483,CLI03002,2023-01-19,agence,renouvellement,31,8,succès
INT0028484,CLI03002,2024-03-08,agence,renouvellement,24,7,succès
INT0028485,CLI03003,2023-10-11,telephone,reclamation,10,8,abandon
INT0028486,CLI03003,2024-11-10,telephone,reclamation,6,4,succès
INT0028487,CLI03003,2024-08-05,agence,souscription,72,6,succès
INT0028488,CLI03003,2023-09-12,telephone,resiliation,19,7,succès
INT0028489,CLI03003,2023-04-13,web,devis_en_ligne,8,3,succès
INT0028490,CLI03003,2023-06-14,web,visite_site,10,10,succès
INT0028491,CLI03003,2023-04-13,telephone,appel_sortant,5,7,succès
INT0028492,CLI03003,2023-12-14,telephone,resiliation,13,8,abandon
INT0028493,CLI03003,2024-11-03,app_mobile,declaration_sinistre,5,2,succès
INT0028494,CLI03003,2023-07-11,telephone,appel_entrant,22,8,succès
INT0028495,CLI03003,2023-03-17,email,email_clique,11,7,succès
INT0028496,CLI03003,2023-06-11,telephone,appel_entrant,4,7,succès
INT0028497,CLI03004,2024-08-11,agence,renouvellement,54,7,succès
INT0028498,CLI03004,2024-10-23,web,devis_en_ligne,6,4,succès
INT0028499,CLI03004,2023-05-03,agence,souscription,69,7,abandon
INT0028500,CLI03004,2024-05-21,agence,rdv_conseiller,37,8,en_attente
INT0028501,CLI03004,2024-08-29,agence,rdv_conseiller,55,5,succès
INT0028502,CLI03004,2023-11-18,app_mobile,declaration_sinistre,7,6,abandon
INT0028503,CLI03004,2024-04-13,telephone,reclamation,18,5,en_attente
INT0028504,CLI03004,2023-08-13,agence,reclamation,27,5,succès
INT0028505,CLI03005,2024-04-02,agence,souscription,29,8,succès
INT0028506,CLI03005,2023-08-15,web,devis_en_ligne,5,8,succès
INT0028507,CLI03005,2023-03-24,web,souscription,6,6,abandon
INT0028508,CLI03005,2024-12-04,web,souscription,3,4,abandon
INT0028509,CLI03005,2023-12-13,telephone,reclamation,23,9,abandon
INT0028510,CLI03005,2023-07-11,telephone,resiliation,27,8,succès
INT0028511,CLI03005,2024-06-15,web,visite_site,13,7,succès
INT0028512,CLI03005,2023-12-19,agence,souscription,34,8,abandon
INT0028513,CLI03005,2023-12-10,web,devis_en_ligne,9,8,succès
INT0028514,CLI03005,2024-01-25,email,email_clique,3,7,abandon
INT0028515,CLI03006,2024-07-22,telephone,resiliation,9,7,abandon
INT0028516,CLI03006,2024-07-25,telephone,resiliation,29,9,abandon
INT0028517,CLI03006,2024-11-01,telephone,appel_entrant,9,5,succès
INT0028518,CLI03006,2024-05-07,app_mobile,ouverture_app,3,9,abandon
INT0028519,CLI03007,2024-07-26,telephone,reclamation,22,7,succès
INT0028520,CLI03007,2023-09-10,agence,souscription,34,7,en_attente
INT0028521,CLI03007,2024-07-09,email,email_ouvert,7,4,abandon
INT0028522,CLI03007,2023-01-29,email,reponse_email,13,7,succès
INT0028523,CLI03007,2023-10-21,email,email_ignore,2,4,succès
INT0028524,CLI03007,2024-11-13,app_mobile,ouverture_app,4,5,succès
INT0028525,CLI03007,2023-09-28,email,email_clique,12,6,succès
INT0028526,CLI03008,2023-12-02,app_mobile,consultation_contrat,4,3,succès
INT0028527,CLI03008,2023-04-29,app_mobile,paiement,14,9,abandon
INT0028528,CLI03008,2024-01-16,app_mobile,paiement,5,6,succès
INT0028529,CLI03008,2024-05-14,telephone,resiliation,5,6,succès
INT0028530,CLI03008,2024-08-10,app_mobile,ouverture_app,6,9,escalade
INT0028531,CLI03008,2024-07-27,app_mobile,ouverture_app,14,9,succès
INT0028532,CLI03008,2024-09-17,app_mobile,declaration_sinistre,14,8,succès
INT0028533,CLI03008,2024-01-11,app_mobile,declaration_sinistre,6,9,succès
INT0028534,CLI03009,2024-04-08,app_mobile,declaration_sinistre,4,7,succès
INT0028535,CLI03010,2023-03-27,agence,renouvellement,83,7,succès
INT0028536,CLI03010,2023-02-06,agence,souscription,87,9,abandon
INT0028537,CLI03010,2023-09-05,email,reponse_email,1,5,abandon
INT0028538,CLI03010,2024-03-16,agence,rdv_conseiller,73,8,abandon
INT0028539,CLI03011,2024-03-11,web,devis_en_ligne,2,3,succès
INT0028540,CLI03011,2023-04-25,agence,rdv_conseiller,88,8,escalade
INT0028541,CLI03011,2023-12-04,app_mobile,ouverture_app,9,2,escalade
INT0028542,CLI03011,2023-11-16,app_mobile,ouverture_app,9,5,succès
INT0028543,CLI03012,2023-12-31,web,espace_client,2,2,succès
INT0028544,CLI03013,2023-01-20,web,souscription,6,3,succès
INT0028545,CLI03013,2024-11-29,web,souscription,2,7,succès
INT0028546,CLI03013,2023-04-05,app_mobile,paiement,13,8,succès
INT0028547,CLI03013,2023-02-12,web,visite_site,4,6,succès
INT0028548,CLI03013,2023-01-20,web,devis_en_ligne,13,5,abandon
INT0028549,CLI03013,2023-06-18,email,email_clique,10,6,succès
INT0028550,CLI03013,2023-05-29,email,email_ouvert,10,7,en_attente
INT0028551,CLI03013,2023-01-12,web,souscription,8,6,succès
INT0028552,CLI03013,2024-01-30,web,souscription,14,5,succès
INT0028553,CLI03013,2023-11-23,email,email_ouvert,4,7,abandon
INT0028554,CLI03013,2024-09-03,web,devis_en_ligne,11,7,succès
INT0028555,CLI03013,2024-07-31,web,devis_en_ligne,8,5,succès
INT0028556,CLI03013,2023-10-25,web,devis_en_ligne,7,6,succès
INT0028557,CLI03013,2024-10-23,telephone,appel_entrant,25,6,abandon
INT0028558,CLI03013,2024-02-14,web,devis_en_ligne,6,5,succès
INT0028559,CLI03013,2024-02-11,web,souscription,7,6,succès
INT0028560,CLI03013,2023-07-19,web,souscription,4,6,succès
INT0028561,CLI03013,2023-09-18,web,souscription,13,7,succès
INT0028562,CLI03013,2024-09-20,agence,reclamation,80,8,succès
INT0028563,CLI03013,2023-03-11,web,devis_en_ligne,3,8,succès
INT0028564,CLI03013,2024-04-05,web,devis_en_ligne,9,8,escalade
INT0028565,CLI03013,2024-01-12,telephone,reclamation,4,7,abandon
INT0028566,CLI03013,2023-08-24,agence,reclamation,75,8,succès
INT0028567,CLI03014,2024-10-30,email,email_clique,9,6,succès
INT0028568,CLI03014,2024-07-14,agence,rdv_conseiller,22,6,abandon
INT0028569,CLI03014,2023-11-23,telephone,appel_sortant,22,8,succès
INT0028570,CLI03014,2024-01-26,app_mobile,ouverture_app,9,7,succès
INT0028571,CLI03014,2024-08-08,app_mobile,paiement,7,6,abandon
INT0028572,CLI03014,2024-01-23,app_mobile,ouverture_app,5,5,succès
INT0028573,CLI03014,2023-09-03,app_mobile,consultation_contrat,4,7,abandon
INT0028574,CLI03014,2024-02-20,app_mobile,ouverture_app,9,7,succès
INT0028575,CLI03014,2024-01-03,app_mobile,ouverture_app,6,8,succès
INT0028576,CLI03014,2023-07-30,app_mobile,declaration_sinistre,1,6,abandon
INT0028577,CLI03014,2024-01-14,telephone,appel_entrant,15,6,succès
INT0028578,CLI03014,2023-02-20,app_mobile,ouverture_app,12,7,succès
INT0028579,CLI03014,2023-10-27,agence,renouvellement,28,8,succès
INT0028580,CLI03014,2024-07-25,telephone,reclamation,17,4,succès
INT0028581,CLI03014,2023-08-16,app_mobile,declaration_sinistre,9,8,succès
INT0028582,CLI03014,2024-11-19,app_mobile,declaration_sinistre,2,4,succès
INT0028583,CLI03014,2023-08-10,app_mobile,paiement,8,5,succès
INT0028584,CLI03014,2024-12-17,email,email_ouvert,3,10,succès
INT0028585,CLI03014,2024-05-31,telephone,appel_sortant,23,6,en_attente
INT0028586,CLI03014,2023-12-27,web,devis_en_ligne,14,3,succès
INT0028587,CLI03014,2023-09-27,app_mobile,consultation_contrat,13,8,abandon
INT0028588,CLI03014,2023-07-16,app_mobile,declaration_sinistre,14,6,succès
INT0028589,CLI03015,2023-09-21,web,devis_en_ligne,5,1,succès
INT0028590,CLI03015,2024-10-15,agence,rdv_conseiller,53,8,abandon
INT0028591,CLI03015,2024-09-27,agence,reclamation,15,10,succès
INT0028592,CLI03015,2024-08-24,app_mobile,ouverture_app,5,8,abandon
INT0028593,CLI03016,2023-09-28,telephone,resiliation,14,7,succès
INT0028594,CLI03016,2023-04-16,telephone,appel_entrant,26,9,en_attente
INT0028595,CLI03016,2024-09-08,telephone,reclamation,22,9,succès
INT0028596,CLI03016,2023-10-19,telephone,appel_sortant,11,9,escalade
INT0028597,CLI03016,2023-10-06,web,espace_client,8,4,en_attente
INT0028598,CLI03016,2023-09-15,telephone,reclamation,8,8,abandon
INT0028599,CLI03016,2024-12-05,email,reponse_email,3,7,succès
INT0028600,CLI03016,2023-07-19,telephone,appel_sortant,11,7,succès
INT0028601,CLI03016,2023-01-21,app_mobile,paiement,11,10,succès
INT0028602,CLI03016,2024-06-09,telephone,resiliation,9,7,en_attente
INT0028603,CLI03016,2023-02-27,telephone,appel_sortant,20,5,en_attente
INT0028604,CLI03016,2023-10-03,telephone,appel_sortant,25,6,succès
INT0028605,CLI03016,2024-07-03,web,visite_site,2,3,succès
INT0028606,CLI03016,2023-09-07,telephone,appel_entrant,25,8,succès
INT0028607,CLI03016,2023-03-29,agence,rdv_conseiller,68,6,succès
INT0028608,CLI03016,2024-02-17,telephone,reclamation,27,6,succès
INT0028609,CLI03016,2024-01-25,telephone,appel_entrant,25,8,succès
INT0028610,CLI03016,2023-07-18,telephone,appel_entrant,22,8,succès
INT0028611,CLI03016,2023-03-23,telephone,resiliation,7,9,succès
INT0028612,CLI03016,2024-10-09,agence,renouvellement,60,7,en_attente
INT0028613,CLI03016,2023-08-20,telephone,appel_sortant,16,10,succès
INT0028614,CLI03016,2024-03-15,telephone,reclamation,11,8,abandon
INT0028615,CLI03016,2023-02-06,telephone,reclamation,5,7,succès
INT0028616,CLI03016,2024-12-29,agence,reclamation,42,8,succès
INT0028617,CLI03017,2024-03-21,web,visite_site,1,10,succès
INT0028618,CLI03017,2024-06-09,telephone,appel_entrant,20,6,succès
INT0028619,CLI03017,2024-06-01,telephone,reclamation,3,6,abandon
INT0028620,CLI03017,2023-01-08,telephone,appel_sortant,14,7,succès
INT0028621,CLI03018,2023-01-25,telephone,resiliation,21,7,succès
INT0028622,CLI03018,2023-07-03,email,email_ouvert,8,8,succès
INT0028623,CLI03018,2023-12-03,email,email_ignore,5,9,en_attente
INT0028624,CLI03018,2024-09-20,email,email_clique,1,4,abandon
INT0028625,CLI03018,2023-04-24,telephone,resiliation,15,6,succès
INT0028626,CLI03018,2024-06-20,telephone,appel_sortant,6,7,escalade
INT0028627,CLI03018,2024-07-10,email,email_ignore,11,8,succès
INT0028628,CLI03018,2024-07-13,telephone,appel_sortant,27,7,succès
INT0028629,CLI03018,2024-12-01,email,email_ignore,5,4,succès
INT0028630,CLI03018,2023-11-16,email,email_ouvert,11,8,abandon
INT0028631,CLI03018,2024-12-11,email,email_clique,7,5,succès
INT0028632,CLI03018,2024-07-29,email,email_ouvert,7,3,succès
INT0028633,CLI03018,2023-06-05,email,email_ignore,10,3,succès
INT0028634,CLI03018,2023-10-06,email,email_clique,12,5,succès
INT0028635,CLI03018,2023-02-08,agence,souscription,86,7,abandon
INT0028636,CLI03018,2024-08-30,agence,renouvellement,49,6,en_attente
INT0028637,CLI03018,2023-06-26,app_mobile,ouverture_app,5,6,abandon
INT0028638,CLI03018,2023-01-11,telephone,resiliation,23,6,succès
INT0028639,CLI03019,2023-07-09,app_mobile,declaration_sinistre,2,4,succès
INT0028640,CLI03019,2023-11-29,app_mobile,consultation_contrat,12,8,abandon
INT0028641,CLI03020,2023-09-21,telephone,appel_sortant,20,7,succès
INT0028642,CLI03020,2023-09-03,web,visite_site,14,7,succès
INT0028643,CLI03020,2023-08-01,telephone,resiliation,12,8,succès
INT0028644,CLI03020,2023-08-04,telephone,appel_entrant,17,8,abandon
INT0028645,CLI03020,2024-03-25,telephone,resiliation,13,7,abandon
INT0028646,CLI03020,2024-08-01,web,souscription,13,10,succès
INT0028647,CLI03020,2024-01-09,telephone,appel_sortant,11,5,succès
INT0028648,CLI03020,2023-01-31,telephone,resiliation,13,7,succès
INT0028649,CLI03020,2024-09-05,telephone,reclamation,27,6,escalade
INT0028650,CLI03020,2024-11-17,agence,reclamation,76,8,succès
INT0028651,CLI03020,2023-11-08,telephone,resiliation,24,7,succès
INT0028652,CLI03020,2023-08-13,telephone,appel_entrant,17,7,escalade
INT0028653,CLI03020,2024-02-25,web,visite_site,5,10,succès
INT0028654,CLI03020,2024-10-14,telephone,appel_sortant,25,8,succès
INT0028655,CLI03020,2023-07-02,web,souscription,11,3,abandon
INT0028656,CLI03020,2024-08-09,telephone,appel_sortant,25,10,escalade
INT0028657,CLI03020,2024-03-18,telephone,resiliation,14,9,succès
INT0028658,CLI03020,2024-11-12,email,reponse_email,1,6,succès
INT0028659,CLI03020,2024-08-05,telephone,resiliation,18,8,succès
INT0028660,CLI03020,2024-02-17,agence,rdv_conseiller,17,5,abandon
INT0028661,CLI03020,2023-05-19,email,reponse_email,3,10,succès
INT0028662,CLI03020,2023-05-22,telephone,appel_sortant,22,8,succès
INT0028663,CLI03021,2023-09-17,telephone,appel_sortant,21,8,succès
INT0028664,CLI03021,2023-12-22,app_mobile,consultation_contrat,10,6,succès
INT0028665,CLI03021,2024-12-20,app_mobile,declaration_sinistre,5,4,succès
INT0028666,CLI03021,2023-03-15,app_mobile,consultation_contrat,14,8,en_attente
INT0028667,CLI03021,2023-12-26,app_mobile,paiement,12,4,succès
INT0028668,CLI03021,2024-02-02,app_mobile,ouverture_app,5,3,abandon
INT0028669,CLI03021,2024-05-24,app_mobile,declaration_sinistre,6,8,succès
INT0028670,CLI03021,2024-03-08,app_mobile,consultation_contrat,12,6,succès
INT0028671,CLI03021,2023-03-26,app_mobile,ouverture_app,4,5,succès
INT0028672,CLI03021,2024-08-24,app_mobile,paiement,12,4,succès
INT0028673,CLI03021,2024-11-09,web,espace_client,5,4,succès
INT0028674,CLI03021,2024-10-23,telephone,appel_sortant,6,7,succès
INT0028675,CLI03021,2023-07-19,app_mobile,ouverture_app,6,3,succès
INT0028676,CLI03021,2023-09-29,app_mobile,declaration_sinistre,4,9,abandon
INT0028677,CLI03022,2023-12-25,app_mobile,ouverture_app,14,4,abandon
INT0028678,CLI03022,2023-07-12,app_mobile,declaration_sinistre,1,5,succès
INT0028679,CLI03022,2024-03-14,email,email_clique,10,5,succès
INT0028680,CLI03023,2023-02-27,web,souscription,12,2,abandon
INT0028681,CLI03023,2024-07-17,web,devis_en_ligne,5,8,succès
INT0028682,CLI03023,2023-12-20,web,souscription,9,5,succès
INT0028683,CLI03023,2023-03-08,web,souscription,14,7,succès
INT0028684,CLI03023,2024-02-28,agence,rdv_conseiller,83,4,succès
INT0028685,CLI03023,2024-05-02,agence,rdv_conseiller,63,7,succès
INT0028686,CLI03023,2024-01-18,web,souscription,1,10,succès
INT0028687,CLI03023,2024-03-03,web,devis_en_ligne,1,5,abandon
INT0028688,CLI03024,2023-03-21,telephone,resiliation,14,5,en_attente
INT0028689,CLI03024,2023-06-01,telephone,reclamation,11,7,succès
INT0028690,CLI03024,2023-07-29,email,reponse_email,9,9,abandon
INT0028691,CLI03025,2024-09-26,web,devis_en_ligne,10,6,escalade
INT0028692,CLI03025,2024-01-19,email,email_ouvert,5,6,abandon
INT0028693,CLI03025,2023-03-13,email,reponse_email,8,5,succès
INT0028694,CLI03025,2023-01-04,email,reponse_email,11,8,abandon
INT0028695,CLI03025,2024-10-22,email,email_ignore,10,8,succès
INT0028696,CLI03025,2023-01-30,email,email_ouvert,13,9,succès
INT0028697,CLI03025,2024-01-18,agence,souscription,36,6,abandon
INT0028698,CLI03025,2023-07-02,web,souscription,13,4,succès
INT0028699,CLI03025,2024-06-18,email,email_clique,7,8,succès
INT0028700,CLI03025,2024-01-22,app_mobile,paiement,14,5,en_attente
INT0028701,CLI03025,2024-08-23,email,email_clique,4,5,succès
INT0028702,CLI03025,2023-11-02,agence,renouvellement,44,10,succès
INT0028703,CLI03025,2023-10-03,email,email_clique,8,9,succès
INT0028704,CLI03025,2023-12-01,telephone,appel_sortant,28,7,succès
INT0028705,CLI03025,2023-09-14,email,email_ignore,11,5,abandon
INT0028706,CLI03026,2024-06-25,web,devis_en_ligne,5,5,succès
INT0028707,CLI03027,2023-12-06,web,devis_en_ligne,11,5,abandon
INT0028708,CLI03027,2023-03-16,web,souscription,13,9,succès
INT0028709,CLI03028,2023-01-13,telephone,reclamation,19,5,abandon
INT0028710,CLI03028,2023-10-01,telephone,appel_entrant,9,7,succès
INT0028711,CLI03028,2023-02-18,telephone,appel_sortant,3,9,succès
